transaction_id,account_id,customer_id,txn_date,txn_time,txn_type,channel,description,counterparty_name,counterparty_bank,counterparty_country,amount,running_balance,is_alerted,alert_id
TXN-000296,ACC-0001,CUST-0001,2025-03-26,13:44:07,Cash Deposit,Branch,Cash Deposit,,,USA,9550.85,485391.01,true,ALERT-2025-00050
TXN-000297,ACC-0001,CUST-0001,2025-03-26,14:53:02,Wire Debit,Wire,Outgoing Wire Transfer,Metro FX Clearing,Continental Trust Bank,USA,88850.12,396540.89,true,ALERT-2025-00072
TXN-000298,ACC-0002,CUST-0001,2025-03-27,09:54:21,Cash Deposit,Branch,Cash Deposit,,,USA,9876.01,317442.36,true,ALERT-2025-00051
TXN-000299,ACC-0004,CUST-0002,2025-03-27,12:00:06,Cash Deposit,Branch,Cash Deposit,,,USA,8855.89,339328.76,true,ALERT-2025-00087
TXN-000300,ACC-0001,CUST-0001,2025-03-27,12:34:00,ACH Debit,ACH,Mortgage or Rent Payment,Riverstone Mortgage Servicing,Atlantic Correspondent Bank,USA,2519.64,394021.25,false,
TXN-000301,ACC-0002,CUST-0001,2025-03-27,12:38:33,Cash Deposit,Branch,Cash Deposit,,,USA,9118.12,326560.48,true,ALERT-2025-00057
TXN-000302,ACC-0003,CUST-0001,2025-03-27,17:23:46,Wire Debit,Wire,Outgoing Wire Transfer,Gateway Settlement Partners,Continental Trust Bank,USA,87605.69,548122.62,true,ALERT-2025-00080
TXN-000303,ACC-0019,CUST-0007,2025-03-28,09:16:26,ACH Debit,ACH,Mortgage or Rent Payment,Riverstone Mortgage Servicing,Atlantic Correspondent Bank,USA,3745.54,38509.73,false,
TXN-000304,ACC-0004,CUST-0002,2025-03-28,11:49:03,Cash Deposit,Branch,Cash Deposit,,,USA,8910.00,348238.76,true,ALERT-2025-00082
TXN-000305,ACC-0002,CUST-0001,2025-03-28,13:21:04,Cash Deposit,Branch,Cash Deposit,,,USA,8973.68,335534.16,true,ALERT-2025-00049
TXN-000306,ACC-0002,CUST-0001,2025-03-28,13:35:32,Cash Deposit,Branch,Cash Deposit,,,USA,31405.27,366939.43,true,ALERT-2025-00079
TXN-000307,ACC-0004,CUST-0002,2025-03-28,14:01:31,Cash Deposit,Branch,Cash Deposit,,,USA,8976.32,357215.08,true,ALERT-2025-00085
TXN-000308,ACC-0002,CUST-0001,2025-03-29,08:11:45,Cash Deposit,Branch,Cash Deposit,,,USA,8510.86,375450.29,true,ALERT-2025-00062
TXN-000309,ACC-0005,CUST-0002,2025-03-29,11:18:06,Cash Deposit,Branch,Cash Deposit,,,USA,29905.52,122789.56,true,ALERT-2025-00095
TXN-000310,ACC-0001,CUST-0001,2025-03-30,10:22:45,Wire Debit,Wire,International Wire Transfer,Levant Cedar Group,Levant Correspondent Bank,Syria,29359.31,364661.94,true,ALERT-2025-00063
TXN-000311,ACC-0003,CUST-0001,2025-03-30,11:23:07,Wire Debit,Wire,International Wire Transfer,Siberia Freight Group,Volga Correspondent Bank,Russia,68974.44,479148.18,true,ALERT-2025-00069
TXN-000312,ACC-0005,CUST-0002,2025-03-30,15:10:05,Cash Deposit,Branch,Cash Deposit,,,USA,9568.04,132357.60,true,ALERT-2025-00088
TXN-000313,ACC-0006,CUST-0002,2025-03-31,08:17:28,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Atlantic Correspondent Bank,USA,53316.72,665404.23,true,ALERT-2025-00091
TXN-000314,ACC-0002,CUST-0001,2025-03-31,15:19:00,Cash Deposit,Branch,Cash Deposit,,,USA,9220.38,384670.67,true,ALERT-2025-00075
TXN-000315,ACC-0004,CUST-0002,2025-03-31,16:22:40,Cash Deposit,Branch,Cash Deposit,,,USA,9869.39,367084.47,true,ALERT-2025-00093
TXN-000316,ACC-0003,CUST-0001,2025-04-01,08:26:11,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Metro Regional Bank,USA,84938.58,394209.60,true,ALERT-2025-00078
TXN-000317,ACC-0022,CUST-0009,2025-04-02,08:28:29,ACH Credit,ACH,Monthly Salary Credit,Ramirez Contracting LLC,Payroll Clearing Bank,USA,9104.62,151184.62,false,
TXN-000318,ACC-0004,CUST-0002,2025-04-02,08:37:09,Cash Deposit,Branch,Cash Deposit,,,USA,20952.98,388037.45,true,ALERT-2025-00096
TXN-000319,ACC-0036,CUST-0014,2025-04-02,09:42:19,ACH Debit,ACH,Commercial Rent Payment,Commercial Property Services,Atlantic Correspondent Bank,USA,10808.92,1506435.69,false,
TXN-000320,ACC-0004,CUST-0002,2025-04-02,10:37:34,Cash Deposit,Branch,Cash Deposit,,,USA,8861.48,396898.93,true,ALERT-2025-00097
TXN-000321,ACC-0006,CUST-0002,2025-04-02,14:21:28,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Atlantic Correspondent Bank,USA,85105.11,580299.12,true,ALERT-2025-00081
TXN-000322,ACC-0005,CUST-0002,2025-04-02,17:09:19,Cash Deposit,Branch,Cash Deposit,,,USA,8955.74,141313.34,true,ALERT-2025-00094
TXN-000323,ACC-0018,CUST-0007,2025-04-03,10:21:33,Card Debit,Online,Online Purchase,NorthStar Online Retail,Metro Regional Bank,USA,494.74,233473.23,false,
TXN-000324,ACC-0004,CUST-0002,2025-04-03,12:03:29,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Continental Trust Bank,USA,21087.18,375811.75,true,ALERT-2025-00084
TXN-000325,ACC-0009,CUST-0003,2025-04-03,17:07:35,ACH Debit,ACH,Mortgage or Rent Payment,Riverstone Mortgage Servicing,Atlantic Correspondent Bank,USA,1748.87,923403.51,false,
TXN-000326,ACC-0004,CUST-0002,2025-04-04,09:37:02,Cash Deposit,Branch,Cash Deposit,,,USA,9341.09,385152.84,true,ALERT-2025-00109
TXN-000327,ACC-0005,CUST-0002,2025-04-05,08:29:57,Cash Deposit,Branch,Cash Deposit,,,USA,9815.05,151128.39,true,ALERT-2025-00108
TXN-000328,ACC-0005,CUST-0002,2025-04-05,13:54:51,Cash Deposit,Branch,Cash Deposit,,,USA,8850.18,159978.57,true,ALERT-2025-00106
TXN-000329,ACC-0005,CUST-0002,2025-04-06,08:30:10,Cash Deposit,Branch,Cash Deposit,,,USA,8673.27,168651.84,true,ALERT-2025-00101
TXN-000330,ACC-0005,CUST-0002,2025-04-06,16:59:34,Cash Deposit,Branch,Cash Deposit,,,USA,8657.42,177309.26,true,ALERT-2025-00103
TXN-000331,ACC-0006,CUST-0002,2025-04-08,10:57:42,Wire Debit,Wire,Outgoing Wire Transfer,Atlantic Liquidity Desk,Metro Regional Bank,USA,31707.90,548591.22,true,ALERT-2025-00098
TXN-000332,ACC-0005,CUST-0002,2025-04-08,17:09:16,Cash Deposit,Branch,Cash Deposit,,,USA,8702.56,186011.82,true,ALERT-2025-00110
TXN-000333,ACC-0004,CUST-0002,2025-04-09,09:28:55,Cash Deposit,Branch,Cash Deposit,,,USA,35027.82,420180.66,true,ALERT-2025-00112
TXN-000334,ACC-0004,CUST-0002,2025-04-09,15:16:08,Cash Deposit,Branch,Cash Deposit,,,USA,9214.90,429395.56,true,ALERT-2025-00123
TXN-000335,ACC-0005,CUST-0002,2025-04-09,17:43:07,Cash Deposit,Branch,Cash Deposit,,,USA,38615.25,224627.07,true,ALERT-2025-00120
TXN-000336,ACC-0004,CUST-0002,2025-04-10,10:41:43,Cash Deposit,Branch,Cash Deposit,,,USA,8654.39,438049.95,true,ALERT-2025-00119
TXN-000337,ACC-0004,CUST-0002,2025-04-10,10:59:12,Cash Deposit,Branch,Cash Deposit,,,USA,8503.57,446553.52,true,ALERT-2025-00102
TXN-000338,ACC-0005,CUST-0002,2025-04-10,12:20:49,Cash Deposit,Branch,Cash Deposit,,,USA,26525.75,251152.82,true,ALERT-2025-00105
TXN-000339,ACC-0004,CUST-0002,2025-04-10,17:31:47,Cash Deposit,Branch,Cash Deposit,,,USA,8840.40,455393.92,true,ALERT-2025-00127
TXN-000340,ACC-0005,CUST-0002,2025-04-11,11:18:40,Cash Deposit,Branch,Cash Deposit,,,USA,9384.61,260537.43,true,ALERT-2025-00099
TXN-000341,ACC-0005,CUST-0002,2025-04-11,14:37:33,Cash Deposit,Branch,Cash Deposit,,,USA,9185.65,269723.08,true,ALERT-2025-00131
TXN-000342,ACC-0004,CUST-0002,2025-04-12,08:59:12,Wire Debit,Wire,Outgoing Wire Transfer,Atlantic Liquidity Desk,Atlantic Correspondent Bank,USA,38546.42,416847.50,true,ALERT-2025-00118
TXN-000343,ACC-0005,CUST-0002,2025-04-12,09:46:54,Cash Deposit,Branch,Cash Deposit,,,USA,8560.46,278283.54,true,ALERT-2025-00113
TXN-000344,ACC-0005,CUST-0002,2025-04-12,13:52:01,Cash Deposit,Branch,Cash Deposit,,,USA,9648.96,287932.50,true,ALERT-2025-00122
TXN-000345,ACC-0004,CUST-0002,2025-04-12,14:27:31,Cash Deposit,Branch,Cash Deposit,,,USA,9315.97,426163.47,true,ALERT-2025-00107
TXN-000346,ACC-0004,CUST-0002,2025-04-12,15:22:52,Cash Deposit,Branch,Cash Deposit,,,USA,9148.38,435311.85,true,ALERT-2025-00104
TXN-000347,ACC-0004,CUST-0002,2025-04-13,10:01:46,Cash Deposit,Branch,Cash Deposit,,,USA,9026.40,444338.25,true,ALERT-2025-00116
TXN-000348,ACC-0004,CUST-0002,2025-04-13,15:57:35,Cash Deposit,Branch,Cash Deposit,,,USA,9874.44,454212.69,true,ALERT-2025-00129
TXN-000349,ACC-0025,CUST-0010,2025-04-13,16:51:44,ACH Debit,ACH,Mortgage or Rent Payment,Riverstone Mortgage Servicing,Atlantic Correspondent Bank,USA,2272.80,34977.70,false,
TXN-000350,ACC-0005,CUST-0002,2025-04-14,08:19:12,Cash Deposit,Branch,Cash Deposit,,,USA,9552.37,297484.87,true,ALERT-2025-00141
TXN-000351,ACC-0051,CUST-0019,2025-04-14,17:41:07,ACH Debit,ACH,Commercial Utility Payment,Utility Services USA,Metro Utility Bank,USA,1642.37,91743.27,false,
TXN-000352,ACC-0006,CUST-0002,2025-04-14,17:58:56,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Continental Trust Bank,USA,70690.00,477901.22,true,ALERT-2025-00145
TXN-000353,ACC-0004,CUST-0002,2025-04-15,09:54:57,Cash Deposit,Branch,Cash Deposit,,,USA,9017.87,463230.56,true,ALERT-2025-00140
TXN-000354,ACC-0004,CUST-0002,2025-04-15,11:04:00,Wire Debit,Wire,Outgoing Wire Transfer,Metro FX Clearing,Continental Trust Bank,USA,37357.29,425873.27,true,ALERT-2025-00130
TXN-000355,ACC-0004,CUST-0002,2025-04-15,12:17:12,Cash Deposit,Branch,Cash Deposit,,,USA,9881.68,435754.95,true,ALERT-2025-00114
TXN-000356,ACC-0005,CUST-0002,2025-04-15,14:46:13,Cash Deposit,Branch,Cash Deposit,,,USA,9038.29,306523.16,true,ALERT-2025-00152
TXN-000357,ACC-0005,CUST-0002,2025-04-16,12:07:24,Cash Deposit,Branch,Cash Deposit,,,USA,9154.84,315678.00,true,ALERT-2025-00124
TXN-000358,ACC-0004,CUST-0002,2025-04-16,16:46:22,Cash Deposit,Branch,Cash Deposit,,,USA,25486.77,461241.72,true,ALERT-2025-00132
TXN-000359,ACC-0020,CUST-0008,2025-04-17,13:28:31,Card Debit,Online,Online Purchase,NorthStar Online Retail,Metro Regional Bank,USA,126.00,839063.65,false,
TXN-000360,ACC-0005,CUST-0002,2025-04-17,17:01:16,Cash Deposit,Branch,Cash Deposit,,,USA,8950.41,324628.41,true,ALERT-2025-00156
TXN-000361,ACC-0004,CUST-0002,2025-04-18,11:35:06,Cash Deposit,Branch,Cash Deposit,,,USA,8693.06,469934.78,true,ALERT-2025-00135
TXN-000362,ACC-0005,CUST-0002,2025-04-18,12:53:35,Cash Deposit,Branch,Cash Deposit,,,USA,9684.00,334312.41,true,ALERT-2025-00143
TXN-000363,ACC-0005,CUST-0002,2025-04-18,14:53:56,Cash Deposit,Branch,Cash Deposit,,,USA,9397.74,343710.15,true,ALERT-2025-00139
TXN-000364,ACC-0005,CUST-0002,2025-04-18,16:48:30,Cash Deposit,Branch,Cash Deposit,,,USA,9660.49,353370.64,true,ALERT-2025-00136
TXN-000365,ACC-0005,CUST-0002,2025-04-19,14:47:55,Cash Deposit,Branch,Cash Deposit,,,USA,9076.36,362447.00,true,ALERT-2025-00150
TXN-000366,ACC-0004,CUST-0002,2025-04-19,16:21:24,Cash Deposit,Branch,Cash Deposit,,,USA,9702.56,479637.34,true,ALERT-2025-00149
TXN-000367,ACC-0009,CUST-0003,2025-04-19,17:46:22,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Continental Trust Bank,USA,88335.28,835068.23,true,ALERT-2025-00163
TXN-000368,ACC-0007,CUST-0003,2025-04-20,12:08:20,Wire Credit,Wire,International Wire Transfer,Parsian Industrial Group,Parsian Bank,Iran,71747.19,548703.53,true,ALERT-2025-00175
TXN-000369,ACC-0007,CUST-0003,2025-04-20,12:34:22,Wire Credit,Wire,International Wire Transfer,Myo Thant Enterprises,Yangon Commercial Bank,Myanmar,80055.02,628758.55,true,ALERT-2025-00172
TXN-000370,ACC-0004,CUST-0002,2025-04-20,15:09:52,Cash Deposit,Branch,Cash Deposit,,,USA,9770.75,489408.09,true,ALERT-2025-00137
TXN-000371,ACC-0005,CUST-0002,2025-04-21,08:03:33,Cash Deposit,Branch,Cash Deposit,,,USA,8931.62,371378.62,true,ALERT-2025-00146
TXN-000372,ACC-0009,CUST-0003,2025-04-21,08:13:56,Wire Credit,Wire,International Wire Transfer,Shwe Mandalay Imports,Mandalay Trade Bank,Myanmar,68754.21,903822.44,true,ALERT-2025-00176
TXN-000373,ACC-0009,CUST-0003,2025-04-21,09:01:25,Wire Credit,Wire,International Wire Transfer,Taiz General Trading,Aden Commercial Bank,Yemen,58661.77,962484.21,true,ALERT-2025-00169
TXN-000374,ACC-0004,CUST-0002,2025-04-21,10:58:51,Cash Deposit,Branch,Cash Deposit,,,USA,8708.05,498116.14,true,ALERT-2025-00155
TXN-000375,ACC-0012,CUST-0004,2025-04-21,11:36:17,ATM Withdrawal,ATM,ATM Withdrawal,City ATM Network,First National Bank — US,USA,196.22,2511246.50,false,
TXN-000376,ACC-0005,CUST-0002,2025-04-21,16:58:45,Cash Deposit,Branch,Cash Deposit,,,USA,9249.72,380628.34,true,ALERT-2025-00134
TXN-000377,ACC-0053,CUST-0020,2025-04-21,17:20:49,ACH Debit,ACH,Commercial Rent Payment,Commercial Property Services,Atlantic Correspondent Bank,USA,17218.29,268291.66,false,
TXN-000378,ACC-0001,CUST-0001,2025-04-21,17:34:03,ACH Credit,ACH,Monthly Salary Credit,Mitchell Urban Properties LLC,Payroll Clearing Bank,USA,22906.01,387567.95,false,
TXN-000379,ACC-0009,CUST-0003,2025-04-21,17:46:39,Wire Credit,Wire,International Wire Transfer,Levant Cedar Group,Levant Correspondent Bank,Syria,42125.73,1004609.94,true,ALERT-2025-00171
TXN-000380,ACC-0004,CUST-0002,2025-04-21,17:50:13,Cash Deposit,Branch,Cash Deposit,,,USA,8813.17,506929.31,true,ALERT-2025-00142
TXN-000381,ACC-0047,CUST-0017,2025-04-22,08:44:21,ACH Debit,ACH,Payroll Payment,Payroll Processing Co,First National Bank — US,USA,31301.74,1734565.67,false,
TXN-000382,ACC-0007,CUST-0003,2025-04-22,15:11:57,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Gateway National Bank,USA,52203.42,576555.13,true,ALERT-2025-00183
TXN-000383,ACC-0016,CUST-0006,2025-04-23,08:21:39,ACH Debit,ACH,Mortgage or Rent Payment,Riverstone Mortgage Servicing,Atlantic Correspondent Bank,USA,1813.67,9415.18,false,
TXN-000384,ACC-0006,CUST-0002,2025-04-23,10:34:42,POS Debit,Debit Card,Grocery Purchase,FreshMart Grocery,First National Bank — US,USA,73.96,477827.26,false,
TXN-000385,ACC-0009,CUST-0003,2025-04-23,11:57:13,Wire Debit,Wire,International Wire Transfer,Taiz General Trading,Aden Commercial Bank,Yemen,47587.48,957022.46,true,ALERT-2025-00161
TXN-000386,ACC-0009,CUST-0003,2025-04-23,12:54:38,Wire Credit,Wire,International Wire Transfer,Yadanar Logistics,Yangon Commercial Bank,Myanmar,61657.67,1018680.13,true,ALERT-2025-00181
TXN-000387,ACC-0005,CUST-0002,2025-04-23,14:44:42,Cash Deposit,Branch,Cash Deposit,,,USA,9229.67,389858.01,true,ALERT-2025-00148
TXN-000388,ACC-0009,CUST-0003,2025-04-23,16:15:15,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Continental Trust Bank,USA,23887.41,994792.72,true,ALERT-2025-00184
TXN-000389,ACC-0007,CUST-0003,2025-04-23,16:22:58,Wire Debit,Wire,International Wire Transfer,Damascus General Trading,Levant Correspondent Bank,Syria,20656.54,555898.59,true,ALERT-2025-00162
TXN-000390,ACC-0004,CUST-0002,2025-04-23,16:23:49,Cash Deposit,Branch,Cash Deposit,,,USA,9182.67,516111.98,true,ALERT-2025-00151
TXN-000391,ACC-0004,CUST-0002,2025-04-23,17:58:24,Cash Deposit,Branch,Cash Deposit,,,USA,8581.81,524693.79,true,ALERT-2025-00153
TXN-000392,ACC-0009,CUST-0003,2025-04-24,15:26:23,Wire Credit,Wire,International Wire Transfer,Isfahan Merchant House,Tehran Commerce Bank,Iran,53373.66,1048166.38,true,ALERT-2025-00165
TXN-000393,ACC-0005,CUST-0002,2025-04-24,17:35:19,Cash Deposit,Branch,Cash Deposit,,,USA,8746.05,398604.06,true,ALERT-2025-00159
TXN-000394,ACC-0005,CUST-0002,2025-04-25,09:39:30,Cash Deposit,Branch,Cash Deposit,,,USA,34392.66,432996.72,true,ALERT-2025-00160
TXN-000395,ACC-0007,CUST-0003,2025-04-25,11:52:30,Wire Credit,Wire,International Wire Transfer,Sanaa Export House,Aden Commercial Bank,Yemen,45675.66,601574.25,true,ALERT-2025-00168
TXN-000396,ACC-0005,CUST-0002,2025-04-25,15:40:34,Cash Deposit,Branch,Cash Deposit,,,USA,9743.13,442739.85,true,ALERT-2025-00154
TXN-000397,ACC-0009,CUST-0003,2025-04-26,09:44:00,Wire Credit,Wire,International Wire Transfer,Nevsky Trade Bureau,Volga Correspondent Bank,Russia,35104.53,1083270.91,true,ALERT-2025-00167
TXN-000398,ACC-0042,CUST-0016,2025-04-26,10:30:30,ACH Debit,ACH,Commercial Utility Payment,Utility Services USA,Metro Utility Bank,USA,1943.18,1007561.01,false,
TXN-000399,ACC-0027,CUST-0011,2025-04-27,12:34:23,ACH Credit,ACH,Monthly Salary Credit,ONeill Auto Group,Payroll Clearing Bank,USA,14704.10,132722.90,false,
TXN-000400,ACC-0009,CUST-0003,2025-04-27,16:16:24,Wire Debit,Wire,International Wire Transfer,Aden Freight Services,Aden Commercial Bank,Yemen,42738.59,1040532.32,true,ALERT-2025-00185
TXN-000401,ACC-0028,CUST-0012,2025-04-27,16:35:03,POS Debit,Debit Card,Grocery Purchase,FreshMart Grocery,First National Bank — US,USA,132.07,1433370.59,false,
TXN-000402,ACC-0007,CUST-0003,2025-04-28,14:17:00,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Gateway National Bank,USA,49255.06,552319.19,true,ALERT-2025-00192
TXN-000403,ACC-0009,CUST-0003,2025-04-28,17:06:22,Wire Credit,Wire,Incoming Wire Transfer,NorthBridge Capital LLC,Gateway National Bank,USA,334640.27,1375172.59,true,ALERT-2025-00164
TXN-000404,ACC-0007,CUST-0003,2025-04-28,17:19:11,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Atlantic Correspondent Bank,USA,53078.08,499241.11,true,ALERT-2025-00174
TXN-000405,ACC-0007,CUST-0003,2025-04-30,11:39:12,Wire Credit,Wire,International Wire Transfer,Siberia Freight Group,Volga Correspondent Bank,Russia,81690.64,580931.75,true,ALERT-2025-00182
TXN-000406,ACC-0009,CUST-0003,2025-04-30,15:32:56,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Gateway National Bank,USA,14984.12,1360188.47,true,ALERT-2025-00177
TXN-000407,ACC-0009,CUST-0003,2025-05-01,10:46:41,Wire Credit,Wire,International Wire Transfer,Levant Cedar Group,Levant Correspondent Bank,Syria,25624.94,1385813.41,true,ALERT-2025-00187
TXN-000408,ACC-0051,CUST-0019,2025-05-01,11:27:41,ACH Credit,ACH,Client Invoice Payment,Client Invoice Payment,Gateway National Bank,USA,84624.77,176368.04,false,
TXN-000409,ACC-0007,CUST-0003,2025-05-02,14:41:05,Wire Credit,Wire,International Wire Transfer,Levant Cedar Group,Damascus Mercantile Bank,Syria,66117.57,647049.32,true,ALERT-2025-00193
TXN-000410,ACC-0009,CUST-0003,2025-05-02,16:11:12,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Metro Regional Bank,USA,62786.51,1323026.90,true,ALERT-2025-00189
TXN-000411,ACC-0009,CUST-0003,2025-05-02,16:15:29,Wire Credit,Wire,International Wire Transfer,Kaveh Mohammadi,Parsian Bank,Iran,71404.78,1394431.68,true,ALERT-2025-00191
TXN-000412,ACC-0007,CUST-0003,2025-05-02,16:29:03,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Atlantic Correspondent Bank,USA,74471.19,572578.13,true,ALERT-2025-00196
TXN-000413,ACC-0020,CUST-0008,2025-05-02,16:44:58,ACH Credit,ACH,Monthly Salary Credit,Lakefront Wealth Advisors,Payroll Clearing Bank,USA,11086.65,850150.30,false,
TXN-000414,ACC-0007,CUST-0003,2025-05-03,11:31:39,Wire Debit,Wire,International Wire Transfer,Myo Thant Enterprises,Yangon Commercial Bank,Myanmar,40445.67,532132.46,true,ALERT-2025-00202
TXN-000415,ACC-0030,CUST-0013,2025-05-03,17:09:30,ACH Debit,ACH,Commercial Rent Payment,Commercial Property Services,Atlantic Correspondent Bank,USA,18211.00,332495.30,false,
TXN-000416,ACC-0009,CUST-0003,2025-05-04,10:01:57,Wire Credit,Wire,International Wire Transfer,Aung Min Trading,Mandalay Trade Bank,Myanmar,61081.48,1455513.16,true,ALERT-2025-00195
TXN-000417,ACC-0007,CUST-0003,2025-05-04,12:27:25,Wire Debit,Wire,International Wire Transfer,Volga Industrial Supply,Volga Correspondent Bank,Russia,21109.02,511023.44,true,ALERT-2025-00190
TXN-000418,ACC-0009,CUST-0003,2025-05-04,12:35:12,Wire Debit,Wire,International Wire Transfer,Myo Thant Enterprises,Yangon Commercial Bank,Myanmar,31542.56,1423970.60,true,ALERT-2025-00201
TXN-000419,ACC-0009,CUST-0003,2025-05-04,16:21:24,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Gateway National Bank,USA,78770.00,1345200.60,true,ALERT-2025-00197
TXN-000420,ACC-0009,CUST-0003,2025-05-04,16:25:56,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Metro Regional Bank,USA,37333.48,1307867.12,true,ALERT-2025-00208
TXN-000421,ACC-0001,CUST-0001,2025-05-05,08:54:07,ACH Debit,ACH,Mortgage or Rent Payment,Riverstone Mortgage Servicing,Atlantic Correspondent Bank,USA,4015.83,383552.12,false,
TXN-000422,ACC-0009,CUST-0003,2025-05-05,10:39:34,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Metro Regional Bank,USA,41652.04,1266215.08,true,ALERT-2025-00200
TXN-000423,ACC-0007,CUST-0003,2025-05-05,12:13:05,Wire Credit,Wire,International Wire Transfer,Nevsky Trade Bureau,Moscow Industrial Bank,Russia,62594.44,573617.88,true,ALERT-2025-00199
TXN-000424,ACC-0009,CUST-0003,2025-05-05,12:36:58,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Metro Regional Bank,USA,66458.66,1199756.42,true,ALERT-2025-00211
TXN-000425,ACC-0018,CUST-0007,2025-05-05,13:24:42,POS Debit,Debit Card,Grocery Purchase,FreshMart Grocery,First National Bank — US,USA,160.51,233312.72,false,
TXN-000426,ACC-0007,CUST-0003,2025-05-05,17:15:05,Wire Debit,Wire,Outgoing Wire Transfer,Continental Payment Hub,Gateway National Bank,USA,73097.64,500520.24,true,ALERT-2025-00203
TXN-000427,ACC-0007,CUST-0003,2025-05-06,08:27:12,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Metro Regional Bank,USA,12328.08,488192.16,true,ALERT-2025-00188
TXN-000428,ACC-0009,CUST-0003,2025-05-07,09:40:00,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Metro Regional Bank,USA,42045.36,1157711.06,true,ALERT-2025-00194
TXN-000429,ACC-0007,CUST-0003,2025-05-07,10:48:43,Wire Credit,Wire,International Wire Transfer,Orontes Market Co,Damascus Mercantile Bank,Syria,78580.71,566772.87,true,ALERT-2025-00210
TXN-000430,ACC-0007,CUST-0003,2025-05-07,14:32:24,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Gateway National Bank,USA,27695.91,539076.96,true,ALERT-2025-00198
TXN-000431,ACC-0007,CUST-0003,2025-05-08,10:02:40,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Continental Trust Bank,USA,83702.65,455374.31,true,ALERT-2025-00220
TXN-000432,ACC-0007,CUST-0003,2025-05-08,10:28:18,Wire Credit,Wire,International Wire Transfer,Volga Industrial Supply,Volga Correspondent Bank,Russia,19599.94,474974.25,true,ALERT-2025-00227
TXN-000433,ACC-0009,CUST-0003,2025-05-08,10:56:45,Wire Debit,Wire,Outgoing Wire Transfer,Gateway Settlement Partners,Atlantic Correspondent Bank,USA,83651.97,1074059.09,true,ALERT-2025-00228
TXN-000434,ACC-0007,CUST-0003,2025-05-08,11:34:33,Wire Credit,Wire,International Wire Transfer,Volga Industrial Supply,Volga Correspondent Bank,Russia,36831.46,511805.71,true,ALERT-2025-00214
TXN-000435,ACC-0027,CUST-0011,2025-05-08,12:59:51,Card Debit,Online,Online Purchase,NorthStar Online Retail,Metro Regional Bank,USA,419.22,132303.68,false,
TXN-000436,ACC-0007,CUST-0003,2025-05-08,14:08:05,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Gateway National Bank,USA,78556.70,433249.01,true,ALERT-2025-00213
TXN-000437,ACC-0049,CUST-0018,2025-05-08,17:47:06,ACH Debit,ACH,Payroll Payment,Payroll Processing Co,First National Bank — US,USA,20116.94,166641.21,false,
TXN-000438,ACC-0007,CUST-0003,2025-05-09,08:14:58,Wire Credit,Wire,International Wire Transfer,Parsian Industrial Group,Tehran Commerce Bank,Iran,53955.14,487204.15,true,ALERT-2025-00217
TXN-000439,ACC-0016,CUST-0006,2025-05-09,08:40:55,POS Debit,Debit Card,Grocery Purchase,FreshMart Grocery,First National Bank — US,USA,159.04,9256.14,false,
TXN-000440,ACC-0007,CUST-0003,2025-05-09,09:04:05,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Atlantic Correspondent Bank,USA,48300.68,438903.47,true,ALERT-2025-00234
TXN-000441,ACC-0009,CUST-0003,2025-05-09,09:57:42,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Continental Trust Bank,USA,66089.74,1007969.35,true,ALERT-2025-00223
TXN-000442,ACC-0007,CUST-0003,2025-05-09,13:54:30,Wire Credit,Wire,International Wire Transfer,Kaveh Mohammadi,Parsian Bank,Iran,64721.28,503624.75,true,ALERT-2025-00222
TXN-000443,ACC-0009,CUST-0003,2025-05-09,15:15:29,Wire Debit,Wire,International Wire Transfer,Orontes Market Co,Levant Correspondent Bank,Syria,60770.43,947198.92,true,ALERT-2025-00207
TXN-000444,ACC-0012,CUST-0004,2025-05-10,10:49:31,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Atlantic Correspondent Bank,USA,49317.71,2461928.79,true,ALERT-2025-00242
