case_id,note_text,analyst,timestamp
CASE-2025-0046,"Reviewed 90-day transaction history. Customer conducted 4 cash deposits totaling $37,144.72 between 2025-01-31 and 2025-02-04. Each deposit ranged from $8,678.10 to $9,778.07, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Hannah Louise,2025-02-11 09:25:37
CASE-2025-0046,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Medium risk with Standard due diligence. Source of funds documented as Vehicle Sales. Observed activity appears inconsistent with documented profile. Risk score assessed at 87/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Hannah Louise,2025-02-12 09:58:20
CASE-2025-0047,Opened investigation for ALERT-2025-00484. Customer Kevin ONeill flagged for Structuring. Pulling transaction history and KYC documentation for review.,Cassian Jude,2025-02-12 11:07:21
CASE-2025-0047,"Reviewed 90-day transaction history. Customer conducted 4 cash deposits totaling $37,144.72 between 2025-01-31 and 2025-02-04. Each deposit ranged from $8,678.10 to $9,778.07, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Cassian Jude,2025-02-13 10:53:08
CASE-2025-0047,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Medium risk with Standard due diligence. Source of funds documented as Vehicle Sales. Observed activity appears inconsistent with documented profile. Risk score assessed at 99/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Cassian Jude,2025-02-14 17:54:33
CASE-2025-0048,Opened investigation for ALERT-2025-00491. Customer Kevin ONeill flagged for Cash Intensive. Pulling transaction history and KYC documentation for review.,Marie Davis,2025-02-10 10:16:03
CASE-2025-0048,"Customer deposited $79,043.11 in cash over 2 transactions this month. This significantly exceeds stated monthly income of approximately $24,166.67. No clear business justification documented in KYC file.",Marie Davis,2025-02-11 17:57:46
CASE-2025-0048,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Medium risk with Standard due diligence. Source of funds documented as Vehicle Sales. Observed activity appears inconsistent with documented profile. Risk score assessed at 97/100. Confirmed cash activity materially exceeds expected volumes and stated revenue profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Marie Davis,2025-02-12 15:56:55
CASE-2025-0049,Opened investigation for ALERT-2025-00494. Customer Kevin ONeill flagged for Cash Intensive. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-02-10 17:15:57
CASE-2025-0049,"Customer deposited $79,043.11 in cash over 2 transactions this month. This significantly exceeds stated monthly income of approximately $24,166.67. No clear business justification documented in KYC file.",Olivia Brown,2025-02-11 09:57:48
CASE-2025-0049,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Medium risk with Standard due diligence. Source of funds documented as Vehicle Sales. Observed activity appears inconsistent with documented profile. Risk score assessed at 91/100. Confirmed cash activity materially exceeds expected volumes and stated revenue profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-02-12 12:00:35
CASE-2025-0050,Opened investigation for ALERT-2025-00506. Customer Rebecca Stone flagged for Watchlist Hit. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-02-11 12:26:16
CASE-2025-0050,"Transaction monitoring flagged counterparty Kaveh Mohammadi as a potential OFAC watchlist match. Initiated enhanced screening review. Transaction amount: $44,211.60 via Wire on 2025-02-08.",Olivia Brown,2025-02-12 12:34:06
CASE-2025-0050,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Medium risk with Standard due diligence. Source of funds documented as Legal Services. Observed activity appears inconsistent with documented profile. Risk score assessed at 92/100. Confirmed unresolved counterparty screening concern requiring SAR consideration. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-02-13 12:13:28
CASE-2025-0051,Opened investigation for ALERT-2025-00521. Customer Rebecca Stone flagged for High Risk Country. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-02-13 08:48:02
CASE-2025-0051,"Identified 1 international wire transfers totaling $35,436.48 to counterparties in Russia. Russia is treated as a high-risk jurisdiction for enhanced monitoring purposes. Customer's stated occupation as Attorney does not provide clear business justification for this wire activity.",Olivia Brown,2025-02-14 14:12:12
CASE-2025-0051,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Medium risk with Standard due diligence. Source of funds documented as Legal Services. Observed activity appears inconsistent with documented profile. Risk score assessed at 83/100. Confirmed wire activity involving high-risk jurisdictions inconsistent with the customer profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-02-15 16:43:31
CASE-2025-0052,Opened investigation for ALERT-2025-00544. Customer Blue Harbor Restaurants Inc. flagged for Cash Intensive. Pulling transaction history and KYC documentation for review.,Cassian Jude,2025-02-11 10:05:19
CASE-2025-0052,"Customer deposited $171,425.07 in cash over 6 transactions this month. This significantly exceeds stated monthly income of approximately $233,333.33. No clear business justification documented in KYC file.",Cassian Jude,2025-02-12 15:02:32
CASE-2025-0052,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Restaurant Revenue. Observed activity appears inconsistent with documented profile. Risk score assessed at 98/100. Confirmed cash activity materially exceeds expected volumes and stated revenue profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Cassian Jude,2025-02-13 15:59:29
CASE-2025-0053,Opened investigation for ALERT-2025-00555. Customer Blue Harbor Restaurants Inc. flagged for Structuring. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-02-14 10:48:40
CASE-2025-0053,"Reviewed 90-day transaction history. Customer conducted 7 cash deposits totaling $64,656.93 between 2025-02-03 and 2025-02-10. Each deposit ranged from $8,882.54 to $9,847.81, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Olivia Brown,2025-02-15 10:36:36
CASE-2025-0053,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Restaurant Revenue. Observed activity appears inconsistent with documented profile. Risk score assessed at 98/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-02-16 16:39:28
CASE-2025-0054,Opened investigation for ALERT-2025-00566. Customer Blue Harbor Restaurants Inc. flagged for Cash Intensive. Pulling transaction history and KYC documentation for review.,Cassian Jude,2025-02-12 11:21:26
CASE-2025-0054,"Customer deposited $171,425.07 in cash over 6 transactions this month. This significantly exceeds stated monthly income of approximately $233,333.33. No clear business justification documented in KYC file.",Cassian Jude,2025-02-13 14:13:44
CASE-2025-0054,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Restaurant Revenue. Observed activity appears inconsistent with documented profile. Risk score assessed at 100/100. Confirmed cash activity materially exceeds expected volumes and stated revenue profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Cassian Jude,2025-02-14 10:51:45
CASE-2025-0055,Opened investigation for ALERT-2025-00576. Customer Blue Harbor Restaurants Inc. flagged for Cash Intensive. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-02-12 10:12:05
CASE-2025-0055,"Customer deposited $171,425.07 in cash over 6 transactions this month. This significantly exceeds stated monthly income of approximately $233,333.33. No clear business justification documented in KYC file.",Olivia Brown,2025-02-13 13:55:19
CASE-2025-0055,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Restaurant Revenue. Observed activity appears inconsistent with documented profile. Risk score assessed at 82/100. Confirmed cash activity materially exceeds expected volumes and stated revenue profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-02-14 17:34:33
CASE-2025-0056,Opened investigation for ALERT-2025-00580. Customer Blue Harbor Restaurants Inc. flagged for Structuring. Pulling transaction history and KYC documentation for review.,Cassian Jude,2025-02-14 15:03:14
CASE-2025-0056,"Reviewed 90-day transaction history. Customer conducted 7 cash deposits totaling $64,656.93 between 2025-02-03 and 2025-02-10. Each deposit ranged from $8,882.54 to $9,847.81, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Cassian Jude,2025-02-15 13:49:33
CASE-2025-0056,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Restaurant Revenue. Observed activity appears inconsistent with documented profile. Risk score assessed at 98/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Cassian Jude,2025-02-16 10:43:51
CASE-2025-0057,Opened investigation for ALERT-2025-00581. Customer Blue Harbor Restaurants Inc. flagged for Cash Intensive. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-02-13 09:43:26
CASE-2025-0057,"Customer deposited $210,179.12 in cash over 7 transactions this month. This significantly exceeds stated monthly income of approximately $233,333.33. No clear business justification documented in KYC file.",Olivia Brown,2025-02-14 16:01:13
CASE-2025-0057,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Restaurant Revenue. Observed activity appears inconsistent with documented profile. Risk score assessed at 95/100. Confirmed cash activity materially exceeds expected volumes and stated revenue profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-02-15 13:34:00
CASE-2025-0058,Opened investigation for ALERT-2025-00609. Customer Blue Harbor Restaurants Inc. flagged for Cash Intensive. Pulling transaction history and KYC documentation for review.,Hannah Louise,2025-02-17 14:30:33
CASE-2025-0058,"Customer deposited $210,179.12 in cash over 7 transactions this month. This significantly exceeds stated monthly income of approximately $233,333.33. No clear business justification documented in KYC file.",Hannah Louise,2025-02-18 08:20:44
CASE-2025-0058,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Restaurant Revenue. Observed activity appears inconsistent with documented profile. Risk score assessed at 87/100. Confirmed cash activity materially exceeds expected volumes and stated revenue profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Hannah Louise,2025-02-19 10:09:26
CASE-2025-0059,Opened investigation for ALERT-2025-00610. Customer Blue Harbor Restaurants Inc. flagged for Structuring. Pulling transaction history and KYC documentation for review.,Marie Davis,2025-02-17 08:55:11
CASE-2025-0059,"Reviewed 90-day transaction history. Customer conducted 7 cash deposits totaling $64,656.93 between 2025-02-03 and 2025-02-10. Each deposit ranged from $8,882.54 to $9,847.81, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Marie Davis,2025-02-18 16:09:02
CASE-2025-0059,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Restaurant Revenue. Observed activity appears inconsistent with documented profile. Risk score assessed at 92/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Marie Davis,2025-02-19 09:07:45
CASE-2025-0060,Opened investigation for ALERT-2025-00613. Customer Blue Harbor Restaurants Inc. flagged for Cash Intensive. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-02-17 12:18:35
CASE-2025-0060,"Customer deposited $210,179.12 in cash over 7 transactions this month. This significantly exceeds stated monthly income of approximately $233,333.33. No clear business justification documented in KYC file.",Olivia Brown,2025-02-18 08:13:10
CASE-2025-0060,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Restaurant Revenue. Observed activity appears inconsistent with documented profile. Risk score assessed at 86/100. Confirmed cash activity materially exceeds expected volumes and stated revenue profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-02-19 17:33:21
CASE-2025-0061,Opened investigation for ALERT-2025-00638. Customer Meridian Global Trading LLC flagged for Trade Based ML. Pulling transaction history and KYC documentation for review.,Hannah Louise,2025-02-20 17:48:55
CASE-2025-0061,"Reviewed 2 trade-related wire transfers totaling $115,000.00. Counterparties located in Mexico, Turkey. Invoice amounts appear inconsistent with industry benchmarks for International Trade.",Hannah Louise,2025-02-21 14:52:26
CASE-2025-0061,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Very High risk with Enhanced due diligence. Source of funds documented as Trade Revenue. Observed activity appears inconsistent with documented profile. Risk score assessed at 96/100. Confirmed trade-payment anomalies and round-dollar invoices inconsistent with expected business activity. Proceeding with SAR recommendation or enhanced review based on case disposition.,Hannah Louise,2025-02-22 08:50:32
CASE-2025-0062,Opened investigation for ALERT-2025-00640. Customer Meridian Global Trading LLC flagged for Watchlist Hit. Pulling transaction history and KYC documentation for review.,Marie Davis,2025-02-21 15:35:08
CASE-2025-0062,"Transaction monitoring flagged counterparty Al-Rashid Trading LLC as a potential OFAC watchlist match. Initiated enhanced screening review. Transaction amount: $67,789.81 via Wire on 2025-02-11.",Marie Davis,2025-02-22 12:24:10
CASE-2025-0062,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Very High risk with Enhanced due diligence. Source of funds documented as Trade Revenue. Observed activity appears inconsistent with documented profile. Risk score assessed at 90/100. Confirmed unresolved counterparty screening concern requiring SAR consideration. Proceeding with SAR recommendation or enhanced review based on case disposition.,Marie Davis,2025-02-23 16:41:10
CASE-2025-0063,Opened investigation for ALERT-2025-00650. Customer Meridian Global Trading LLC flagged for Watchlist Hit. Pulling transaction history and KYC documentation for review.,Hannah Louise,2025-02-22 15:36:51
CASE-2025-0063,"Transaction monitoring flagged counterparty Nova Commerce Group as a potential OFAC watchlist match. Initiated enhanced screening review. Transaction amount: $82,993.73 via Wire on 2025-02-09.",Hannah Louise,2025-02-23 16:48:58
CASE-2025-0063,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Very High risk with Enhanced due diligence. Source of funds documented as Trade Revenue. Observed activity appears inconsistent with documented profile. Risk score assessed at 79/100. Confirmed unresolved counterparty screening concern requiring SAR consideration. Proceeding with SAR recommendation or enhanced review based on case disposition.,Hannah Louise,2025-02-24 16:58:21
CASE-2025-0064,Opened investigation for ALERT-2025-00660. Customer Meridian Global Trading LLC flagged for High Risk Country. Pulling transaction history and KYC documentation for review.,Hannah Louise,2025-02-19 16:04:01
CASE-2025-0064,"Identified 8 international wire transfers totaling $463,990.38 to counterparties in Iran, Myanmar, Syria, Yemen. Iran is treated as a high-risk jurisdiction for enhanced monitoring purposes. Customer's stated occupation as International Trade does not provide clear business justification for this wire activity.",Hannah Louise,2025-02-20 08:51:42
CASE-2025-0064,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Very High risk with Enhanced due diligence. Source of funds documented as Trade Revenue. Observed activity appears inconsistent with documented profile. Risk score assessed at 99/100. Confirmed wire activity involving high-risk jurisdictions inconsistent with the customer profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Hannah Louise,2025-02-21 13:02:13
CASE-2025-0065,Opened investigation for ALERT-2025-00673. Customer Meridian Global Trading LLC flagged for Watchlist Hit. Pulling transaction history and KYC documentation for review.,Marie Davis,2025-02-23 09:03:05
CASE-2025-0065,"Transaction monitoring flagged counterparty Al-Rashid Trading LLC as a potential OFAC watchlist match. Initiated enhanced screening review. Transaction amount: $87,574.07 via Wire on 2025-02-18.",Marie Davis,2025-02-24 16:54:14
CASE-2025-0065,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Very High risk with Enhanced due diligence. Source of funds documented as Trade Revenue. Observed activity appears inconsistent with documented profile. Risk score assessed at 87/100. Confirmed unresolved counterparty screening concern requiring SAR consideration. Proceeding with SAR recommendation or enhanced review based on case disposition.,Marie Davis,2025-02-25 15:32:08
CASE-2025-0066,Opened investigation for ALERT-2025-00684. Customer Meridian Global Trading LLC flagged for High Risk Country. Pulling transaction history and KYC documentation for review.,Cassian Jude,2025-02-22 15:03:11
CASE-2025-0066,"Identified 8 international wire transfers totaling $463,990.38 to counterparties in Iran, Myanmar, Syria, Yemen. Iran is treated as a high-risk jurisdiction for enhanced monitoring purposes. Customer's stated occupation as International Trade does not provide clear business justification for this wire activity.",Cassian Jude,2025-02-23 09:30:11
CASE-2025-0066,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Very High risk with Enhanced due diligence. Source of funds documented as Trade Revenue. Observed activity appears inconsistent with documented profile. Risk score assessed at 90/100. Confirmed wire activity involving high-risk jurisdictions inconsistent with the customer profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Cassian Jude,2025-02-24 17:12:29
CASE-2025-0067,Opened investigation for ALERT-2025-00687. Customer Meridian Global Trading LLC flagged for High Risk Country. Pulling transaction history and KYC documentation for review.,Marie Davis,2025-02-21 11:18:14
CASE-2025-0067,"Identified 8 international wire transfers totaling $463,990.38 to counterparties in Iran, Myanmar, Syria, Yemen. Iran is treated as a high-risk jurisdiction for enhanced monitoring purposes. Customer's stated occupation as International Trade does not provide clear business justification for this wire activity.",Marie Davis,2025-02-22 17:45:21
CASE-2025-0067,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Very High risk with Enhanced due diligence. Source of funds documented as Trade Revenue. Observed activity appears inconsistent with documented profile. Risk score assessed at 87/100. Confirmed wire activity involving high-risk jurisdictions inconsistent with the customer profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Marie Davis,2025-02-23 10:54:49
CASE-2025-0068,Opened investigation for ALERT-2025-00691. Customer Meridian Global Trading LLC flagged for Watchlist Hit. Pulling transaction history and KYC documentation for review.,Marie Davis,2025-02-23 09:42:09
CASE-2025-0068,"Transaction monitoring flagged counterparty Eastern Star Holdings as a potential OFAC watchlist match. Initiated enhanced screening review. Transaction amount: $12,742.86 via Wire on 2025-02-20.",Marie Davis,2025-02-24 12:32:36
CASE-2025-0068,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Very High risk with Enhanced due diligence. Source of funds documented as Trade Revenue. Observed activity appears inconsistent with documented profile. Risk score assessed at 82/100. Confirmed unresolved counterparty screening concern requiring SAR consideration. Proceeding with SAR recommendation or enhanced review based on case disposition.,Marie Davis,2025-02-25 10:56:35
CASE-2025-0069,Opened investigation for ALERT-2025-00706. Customer Granite Peak Holdings LLC flagged for Trade Based ML. Pulling transaction history and KYC documentation for review.,Marie Davis,2025-02-25 08:52:57
CASE-2025-0069,"Reviewed 3 trade-related wire transfers totaling $195,000.00. Counterparties located in China, Turkey, Vietnam. Invoice amounts appear inconsistent with industry benchmarks for Real Estate.",Marie Davis,2025-02-26 09:58:08
CASE-2025-0069,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Property Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 98/100. Confirmed trade-payment anomalies and round-dollar invoices inconsistent with expected business activity. Proceeding with SAR recommendation or enhanced review based on case disposition.,Marie Davis,2025-02-27 12:55:31
CASE-2025-0070,Opened investigation for ALERT-2025-00708. Customer Granite Peak Holdings LLC flagged for Structuring. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-02-23 14:51:07
CASE-2025-0070,"Reviewed 90-day transaction history. Customer conducted 1 cash deposits totaling $8,951.65 between 2025-02-14 and 2025-02-14. Each deposit ranged from $8,951.65 to $8,951.65, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Olivia Brown,2025-02-24 12:14:53
CASE-2025-0070,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Property Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 87/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-02-25 10:27:52
CASE-2025-0071,Opened investigation for ALERT-2025-00721. Customer Granite Peak Holdings LLC flagged for High Risk Country. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-02-26 10:39:46
CASE-2025-0071,"Identified 7 international wire transfers totaling $407,459.97 to counterparties in Iran, Myanmar, Russia, Yemen. Iran is treated as a high-risk jurisdiction for enhanced monitoring purposes. Customer's stated occupation as Real Estate does not provide clear business justification for this wire activity.",Olivia Brown,2025-02-27 15:28:10
CASE-2025-0071,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Property Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 96/100. Confirmed wire activity involving high-risk jurisdictions inconsistent with the customer profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-02-28 12:59:58
CASE-2025-0072,Opened investigation for ALERT-2025-00728. Customer Granite Peak Holdings LLC flagged for High Risk Country. Pulling transaction history and KYC documentation for review.,Marie Davis,2025-02-25 16:33:24
CASE-2025-0072,"Identified 7 international wire transfers totaling $407,459.97 to counterparties in Iran, Myanmar, Russia, Yemen. Iran is treated as a high-risk jurisdiction for enhanced monitoring purposes. Customer's stated occupation as Real Estate does not provide clear business justification for this wire activity.",Marie Davis,2025-02-26 11:18:28
CASE-2025-0072,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Property Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 95/100. Confirmed wire activity involving high-risk jurisdictions inconsistent with the customer profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Marie Davis,2025-02-27 14:06:05
CASE-2025-0073,Opened investigation for ALERT-2025-00733. Customer Granite Peak Holdings LLC flagged for Rapid Movement. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-02-24 16:29:07
CASE-2025-0073,"Account received $278,245.39 wire credit on 2025-02-23 and disbursed $0.00 across 0 outgoing wires within 48 hours. Retained balance represents only 100.0% of inflow. Pattern consistent with pass-through or layering activity.",Olivia Brown,2025-02-25 13:28:26
CASE-2025-0073,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Property Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 95/100. Confirmed pass-through activity with rapid outgoing wires shortly after receipt of funds. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-02-26 16:36:24
CASE-2025-0074,Opened investigation for ALERT-2025-00746. Customer Granite Peak Holdings LLC flagged for High Risk Country. Pulling transaction history and KYC documentation for review.,Cassian Jude,2025-02-26 11:55:48
CASE-2025-0074,"Identified 7 international wire transfers totaling $407,459.97 to counterparties in Iran, Myanmar, Russia, Yemen. Iran is treated as a high-risk jurisdiction for enhanced monitoring purposes. Customer's stated occupation as Real Estate does not provide clear business justification for this wire activity.",Cassian Jude,2025-02-27 12:59:17
CASE-2025-0074,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Property Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 94/100. Confirmed wire activity involving high-risk jurisdictions inconsistent with the customer profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Cassian Jude,2025-02-28 08:36:56
CASE-2025-0075,Opened investigation for ALERT-2025-00747. Customer Granite Peak Holdings LLC flagged for Trade Based ML. Pulling transaction history and KYC documentation for review.,Hannah Louise,2025-02-28 17:19:52
CASE-2025-0075,"Reviewed 3 trade-related wire transfers totaling $195,000.00. Counterparties located in China, Turkey, Vietnam. Invoice amounts appear inconsistent with industry benchmarks for Real Estate.",Hannah Louise,2025-03-01 14:58:39
CASE-2025-0075,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Property Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 84/100. Confirmed trade-payment anomalies and round-dollar invoices inconsistent with expected business activity. Proceeding with SAR recommendation or enhanced review based on case disposition.,Hannah Louise,2025-03-02 13:56:23
CASE-2025-0076,Opened investigation for ALERT-2025-00757. Customer Granite Peak Holdings LLC flagged for High Risk Country. Pulling transaction history and KYC documentation for review.,Cassian Jude,2025-02-28 11:00:06
CASE-2025-0076,"Identified 8 international wire transfers totaling $442,621.04 to counterparties in Iran, Myanmar, Russia, Yemen. Iran is treated as a high-risk jurisdiction for enhanced monitoring purposes. Customer's stated occupation as Real Estate does not provide clear business justification for this wire activity.",Cassian Jude,2025-03-01 17:18:55
CASE-2025-0076,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Property Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 97/100. Confirmed wire activity involving high-risk jurisdictions inconsistent with the customer profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Cassian Jude,2025-03-02 14:04:38
CASE-2025-0077,Opened investigation for ALERT-2025-00760. Customer Granite Peak Holdings LLC flagged for High Risk Country. Pulling transaction history and KYC documentation for review.,Hannah Louise,2025-02-27 13:24:27
CASE-2025-0077,"Identified 8 international wire transfers totaling $442,621.04 to counterparties in Iran, Myanmar, Russia, Yemen. Iran is treated as a high-risk jurisdiction for enhanced monitoring purposes. Customer's stated occupation as Real Estate does not provide clear business justification for this wire activity.",Hannah Louise,2025-02-28 11:31:36
CASE-2025-0077,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Property Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 84/100. Confirmed wire activity involving high-risk jurisdictions inconsistent with the customer profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Hannah Louise,2025-03-01 08:35:22
CASE-2025-0078,Opened investigation for ALERT-2025-00761. Customer Granite Peak Holdings LLC flagged for Structuring. Pulling transaction history and KYC documentation for review.,Hannah Louise,2025-02-27 09:35:30
CASE-2025-0078,"Reviewed 90-day transaction history. Customer conducted 2 cash deposits totaling $18,065.19 between 2025-02-14 and 2025-02-24. Each deposit ranged from $8,951.65 to $9,113.54, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Hannah Louise,2025-02-28 17:48:01
CASE-2025-0078,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Property Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 98/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Hannah Louise,2025-03-01 16:39:22
CASE-2025-0079,Opened investigation for ALERT-2025-00777. Customer Liberty Remit Services Inc. flagged for Cash Intensive. Pulling transaction history and KYC documentation for review.,Cassian Jude,2025-03-01 15:15:45
CASE-2025-0079,"Customer deposited $184,419.36 in cash over 5 transactions this month. This significantly exceeds stated monthly income of approximately $466,666.67. No clear business justification documented in KYC file.",Cassian Jude,2025-03-02 17:17:01
CASE-2025-0079,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Very High risk with Enhanced due diligence. Source of funds documented as Money Transfer Fees. Observed activity appears inconsistent with documented profile. Risk score assessed at 96/100. Confirmed cash activity materially exceeds expected volumes and stated revenue profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Cassian Jude,2025-03-03 12:48:20
CASE-2025-0080,Opened investigation for ALERT-2025-00778. Customer Liberty Remit Services Inc. flagged for Rapid Movement. Pulling transaction history and KYC documentation for review.,Marie Davis,2025-03-03 14:46:19
CASE-2025-0080,"Account received $250,291.04 wire credit on 2025-02-19 and disbursed $128,809.87 across 3 outgoing wires within 48 hours. Retained balance represents only 48.5% of inflow. Pattern consistent with pass-through or layering activity.",Marie Davis,2025-03-04 16:08:07
CASE-2025-0080,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Very High risk with Enhanced due diligence. Source of funds documented as Money Transfer Fees. Observed activity appears inconsistent with documented profile. Risk score assessed at 100/100. Confirmed pass-through activity with rapid outgoing wires shortly after receipt of funds. Proceeding with SAR recommendation or enhanced review based on case disposition.,Marie Davis,2025-03-05 11:29:59
CASE-2025-0081,Opened investigation for ALERT-2025-00790. Customer Liberty Remit Services Inc. flagged for Rapid Movement. Pulling transaction history and KYC documentation for review.,Marie Davis,2025-03-04 10:50:39
