alert_id,customer_id,account_id,scenario,priority,alert_status,assigned_to,team,amount,risk_score,sla_days,created_at,sla_due_date,disposition,closed_at
ALERT-2025-00160,CUST-0002,ACC-0005,Cash Intensive,Medium,Unassigned,,,34392.66,51,336,2025-02-15,2026-01-17,,
ALERT-2025-00161,CUST-0003,ACC-0009,High Risk Country,High,In Progress,Priya Nair,T1 Monitoring,47587.48,86,263,2025-06-07,2026-02-25,,
ALERT-2025-00162,CUST-0003,ACC-0007,High Risk Country,Medium,Closed — False Positive,Neha Iyer,T1 Monitoring,20656.54,60,7,2025-04-28,2025-05-05,False Positive,2025-05-01
ALERT-2025-00163,CUST-0003,ACC-0009,Watchlist Hit,High,In Progress,Neha Iyer,T1 Monitoring,88335.28,85,273,2025-05-11,2026-02-08,,
ALERT-2025-00164,CUST-0003,ACC-0009,Rapid Movement,Medium,Completed,Rohit Mehta,T1 Monitoring,334640.27,68,7,2025-04-29,2025-05-06,Resolved,2025-04-26
ALERT-2025-00165,CUST-0003,ACC-0009,High Risk Country,Medium,Closed — False Positive,Neha Iyer,T1 Monitoring,53373.66,65,7,2025-04-29,2025-05-06,False Positive,2025-05-01
ALERT-2025-00166,CUST-0003,ACC-0007,High Risk Country,High,Escalated - L2,Cassian Jude,T2 Investigations,46169.78,90,368,2025-02-14,2026-02-17,,
ALERT-2025-00167,CUST-0003,ACC-0009,High Risk Country,High,In Progress,Arjun Sharma,T1 Monitoring,35104.53,75,276,2025-04-11,2026-01-12,,
ALERT-2025-00168,CUST-0003,ACC-0007,High Risk Country,Medium,Closed — False Positive,Vikram Sinha,T1 Monitoring,45675.66,40,7,2025-04-30,2025-05-07,False Positive,2025-05-06
ALERT-2025-00169,CUST-0003,ACC-0009,High Risk Country,High,In Progress,Robert Wright,T1 Monitoring,58661.77,82,264,2025-06-06,2026-02-25,,
ALERT-2025-00170,CUST-0003,ACC-0007,High Risk Country,High,Escalated - SAR,Olivia Brown,T2 Investigations,49801.83,84,380,2025-01-15,2026-01-30,,
ALERT-2025-00171,CUST-0003,ACC-0009,High Risk Country,Medium,Closed — False Positive,Arjun Sharma,T1 Monitoring,42125.73,64,7,2025-04-30,2025-05-07,False Positive,2025-05-01
ALERT-2025-00172,CUST-0003,ACC-0007,High Risk Country,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,80055.02,63,7,2025-04-30,2025-05-07,False Positive,2025-05-01
ALERT-2025-00173,CUST-0003,ACC-0009,High Risk Country,High,Escalated - L2,Marie Davis,T2 Investigations,78873.66,88,385,2024-12-21,2026-01-10,,
ALERT-2025-00174,CUST-0003,ACC-0007,Watchlist Hit,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,53078.08,45,7,2025-04-30,2025-05-07,False Positive,2025-05-03
ALERT-2025-00175,CUST-0003,ACC-0007,High Risk Country,Medium,Unassigned,,,71747.19,46,263,2025-06-05,2026-02-23,,
ALERT-2025-00176,CUST-0003,ACC-0009,High Risk Country,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,68754.21,55,7,2025-04-30,2025-05-07,False Positive,2025-05-03
ALERT-2025-00177,CUST-0003,ACC-0009,Watchlist Hit,High,In Progress,Robert Wright,T1 Monitoring,14984.12,76,283,2025-08-20,2026-05-30,,
ALERT-2025-00178,CUST-0003,ACC-0007,Watchlist Hit,High,Escalated - SAR,Hannah Louise,T2 Investigations,25596.15,78,363,2025-03-28,2026-03-26,,
ALERT-2025-00179,CUST-0003,ACC-0009,Watchlist Hit,High,Escalated - L2,Olivia Brown,T2 Investigations,44956.69,95,379,2025-03-29,2026-04-12,,
ALERT-2025-00180,CUST-0003,ACC-0007,High Risk Country,High,Escalated - L2,Cassian Jude,T2 Investigations,59882.31,92,372,2025-05-11,2026-05-18,,
ALERT-2025-00181,CUST-0003,ACC-0009,High Risk Country,Medium,Closed — False Positive,Neha Iyer,T1 Monitoring,61657.67,41,7,2025-05-01,2025-05-08,False Positive,2025-05-07
ALERT-2025-00182,CUST-0003,ACC-0007,High Risk Country,Medium,Closed — False Positive,Priya Nair,T1 Monitoring,81690.64,57,7,2025-05-01,2025-05-08,False Positive,2025-05-06
ALERT-2025-00183,CUST-0003,ACC-0007,Watchlist Hit,Medium,Unassigned,,,52203.42,68,255,2025-05-02,2026-01-12,,
ALERT-2025-00184,CUST-0003,ACC-0009,Watchlist Hit,Medium,Closed — False Positive,Rohit Mehta,T1 Monitoring,23887.41,66,7,2025-05-02,2025-05-09,False Positive,2025-05-06
ALERT-2025-00185,CUST-0003,ACC-0009,High Risk Country,Medium,Closed — False Positive,Arjun Sharma,T1 Monitoring,42738.59,53,7,2025-05-04,2025-05-11,False Positive,2025-05-09
ALERT-2025-00186,CUST-0003,ACC-0007,High Risk Country,High,Escalated - SAR,Olivia Brown,T2 Investigations,76566.17,81,379,2025-01-09,2026-01-23,,
ALERT-2025-00187,CUST-0003,ACC-0009,High Risk Country,Medium,Unassigned,,,25624.94,60,268,2025-06-22,2026-03-17,,
ALERT-2025-00188,CUST-0003,ACC-0007,Watchlist Hit,High,In Progress,Priya Nair,T1 Monitoring,12328.08,97,314,2025-05-11,2026-03-21,,
ALERT-2025-00189,CUST-0003,ACC-0009,Watchlist Hit,Medium,Closed — False Positive,Arjun Sharma,T1 Monitoring,62786.51,48,7,2025-05-07,2025-05-14,False Positive,2025-05-10
ALERT-2025-00190,CUST-0003,ACC-0007,High Risk Country,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,21109.02,64,7,2025-05-07,2025-05-14,False Positive,2025-05-07
ALERT-2025-00191,CUST-0003,ACC-0009,High Risk Country,High,In Progress,Neha Iyer,T1 Monitoring,71404.78,93,281,2025-07-02,2026-04-09,,
ALERT-2025-00192,CUST-0003,ACC-0007,Watchlist Hit,Medium,Not Started,Rohit Mehta,T1 Monitoring,49255.06,52,268,2025-04-28,2026-01-21,,
ALERT-2025-00193,CUST-0003,ACC-0007,High Risk Country,High,In Progress,Neha Iyer,T1 Monitoring,66117.57,80,252,2025-09-11,2026-05-21,,
ALERT-2025-00194,CUST-0003,ACC-0009,Watchlist Hit,Medium,Not Started,Rohit Mehta,T1 Monitoring,42045.36,64,253,2025-05-18,2026-01-26,,
ALERT-2025-00195,CUST-0003,ACC-0009,High Risk Country,High,In Progress,Neha Iyer,T1 Monitoring,61081.48,78,265,2025-05-22,2026-02-11,,
ALERT-2025-00196,CUST-0003,ACC-0007,Watchlist Hit,Medium,Closed — False Positive,Arjun Sharma,T1 Monitoring,74471.19,58,7,2025-05-10,2025-05-17,False Positive,2025-05-14
ALERT-2025-00197,CUST-0003,ACC-0009,Watchlist Hit,Medium,Unassigned,,,78770.00,52,254,2025-05-04,2026-01-13,,
ALERT-2025-00198,CUST-0003,ACC-0007,Watchlist Hit,Medium,Not Started,Priya Nair,T1 Monitoring,27695.91,47,266,2025-05-08,2026-01-29,,
ALERT-2025-00199,CUST-0003,ACC-0007,High Risk Country,Medium,Closed — False Positive,Priya Nair,T1 Monitoring,62594.44,51,7,2025-05-11,2025-05-18,False Positive,2025-05-15
ALERT-2025-00200,CUST-0003,ACC-0009,Watchlist Hit,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,41652.04,67,7,2025-05-13,2025-05-20,False Positive,2025-05-16
ALERT-2025-00201,CUST-0003,ACC-0009,High Risk Country,Medium,Closed — False Positive,Neha Iyer,T1 Monitoring,31542.56,57,7,2025-05-13,2025-05-20,False Positive,2025-05-15
ALERT-2025-00202,CUST-0003,ACC-0007,High Risk Country,Medium,Closed — False Positive,Neha Iyer,T1 Monitoring,40445.67,47,7,2025-05-13,2025-05-20,False Positive,2025-05-14
ALERT-2025-00203,CUST-0003,ACC-0007,Rapid Movement,Medium,Closed — False Positive,Neha Iyer,T1 Monitoring,73097.64,50,7,2025-05-13,2025-05-20,False Positive,2025-05-13
ALERT-2025-00204,CUST-0003,ACC-0009,High Risk Country,High,In Progress,Robert Wright,T1 Monitoring,79455.44,72,252,2025-06-07,2026-02-14,,
ALERT-2025-00205,CUST-0003,ACC-0007,Watchlist Hit,High,Escalated - L2,Olivia Brown,T2 Investigations,33358.39,82,407,2025-03-27,2026-05-08,,
ALERT-2025-00206,CUST-0003,ACC-0007,High Risk Country,High,Escalated - L2,Cassian Jude,T2 Investigations,27159.64,94,417,2024-11-27,2026-01-18,,
ALERT-2025-00207,CUST-0003,ACC-0009,High Risk Country,Medium,Closed — False Positive,Neha Iyer,T1 Monitoring,60770.43,58,7,2025-05-14,2025-05-21,False Positive,2025-05-20
ALERT-2025-00208,CUST-0003,ACC-0009,Watchlist Hit,Medium,Closed — False Positive,Neha Iyer,T1 Monitoring,37333.48,69,7,2025-05-14,2025-05-21,False Positive,2025-05-14
ALERT-2025-00209,CUST-0003,ACC-0007,Watchlist Hit,High,Completed,Arjun Sharma,T1 Monitoring,29909.00,92,396,2025-01-22,2026-02-22,Resolved,2026-02-03
ALERT-2025-00210,CUST-0003,ACC-0007,High Risk Country,High,In Progress,Priya Nair,T1 Monitoring,78580.71,78,262,2025-06-01,2026-02-18,,
ALERT-2025-00211,CUST-0003,ACC-0009,Watchlist Hit,Medium,Closed — False Positive,Priya Nair,T1 Monitoring,66458.66,64,7,2025-05-15,2025-05-22,False Positive,2025-05-15
ALERT-2025-00212,CUST-0003,ACC-0009,High Risk Country,High,Escalated - L2,Hannah Louise,T2 Investigations,82574.40,82,420,2024-11-27,2026-01-21,,
ALERT-2025-00213,CUST-0003,ACC-0007,Watchlist Hit,Medium,Not Started,Arjun Sharma,T1 Monitoring,78556.70,52,253,2025-08-27,2026-05-07,,
ALERT-2025-00214,CUST-0003,ACC-0007,High Risk Country,Medium,Unassigned,,,36831.46,56,285,2025-06-26,2026-04-07,,
ALERT-2025-00215,CUST-0003,ACC-0009,High Risk Country,High,Escalated - L2,Hannah Louise,T2 Investigations,31412.06,82,361,2025-01-14,2026-01-10,,
ALERT-2025-00216,CUST-0003,ACC-0009,Rapid Movement,Medium,Not Started,Vikram Sinha,T1 Monitoring,77405.99,40,246,2025-07-12,2026-03-15,,
ALERT-2025-00217,CUST-0003,ACC-0007,High Risk Country,Medium,Closed — False Positive,Rohit Mehta,T1 Monitoring,53955.14,51,7,2025-05-16,2025-05-23,False Positive,2025-05-19
ALERT-2025-00218,CUST-0003,ACC-0007,Rapid Movement,Medium,Not Started,Priya Nair,T1 Monitoring,60497.67,46,247,2025-05-21,2026-01-23,,
ALERT-2025-00219,CUST-0003,ACC-0009,Watchlist Hit,High,Escalated - SAR,Marie Davis,T2 Investigations,65041.03,98,429,2024-12-01,2026-02-03,,
ALERT-2025-00220,CUST-0003,ACC-0007,Watchlist Hit,Medium,Closed — False Positive,Vikram Sinha,T1 Monitoring,83702.65,55,7,2025-05-17,2025-05-24,False Positive,2025-05-17
ALERT-2025-00221,CUST-0003,ACC-0009,High Risk Country,Medium,Closed — False Positive,Rohit Mehta,T1 Monitoring,37477.06,58,7,2025-05-17,2025-05-24,False Positive,2025-05-18
ALERT-2025-00222,CUST-0003,ACC-0007,High Risk Country,High,In Progress,Arjun Sharma,T1 Monitoring,64721.28,72,308,2025-04-06,2026-02-08,,
ALERT-2025-00223,CUST-0003,ACC-0009,Watchlist Hit,Medium,Closed — False Positive,Arjun Sharma,T1 Monitoring,66089.74,50,7,2025-05-17,2025-05-24,False Positive,2025-05-23
ALERT-2025-00224,CUST-0003,ACC-0009,High Risk Country,Medium,Closed — False Positive,Arjun Sharma,T1 Monitoring,47064.93,52,7,2025-05-17,2025-05-24,False Positive,2025-05-20
ALERT-2025-00225,CUST-0003,ACC-0007,High Risk Country,High,Completed,Vikram Sinha,T1 Monitoring,72487.37,89,382,2025-01-23,2026-02-09,Resolved,2026-01-23
ALERT-2025-00226,CUST-0003,ACC-0009,High Risk Country,Medium,Closed — False Positive,Rohit Mehta,T1 Monitoring,40029.87,69,7,2025-05-17,2025-05-24,False Positive,2025-05-23
ALERT-2025-00227,CUST-0003,ACC-0007,High Risk Country,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,19599.94,63,7,2025-05-18,2025-05-25,False Positive,2025-05-20
ALERT-2025-00228,CUST-0003,ACC-0009,Rapid Movement,Medium,In Progress,Neha Iyer,T1 Monitoring,83651.97,47,248,2025-06-05,2026-02-08,,
ALERT-2025-00229,CUST-0003,ACC-0009,High Risk Country,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,37336.87,66,7,2025-05-18,2025-05-25,False Positive,2025-05-21
ALERT-2025-00230,CUST-0003,ACC-0007,Watchlist Hit,High,Escalated - SAR,Hannah Louise,T2 Investigations,28425.02,90,360,2025-01-21,2026-01-16,,
ALERT-2025-00231,CUST-0003,ACC-0007,High Risk Country,High,Not Started,Arjun Sharma,T1 Monitoring,35186.69,80,298,2025-05-04,2026-02-26,,
ALERT-2025-00232,CUST-0003,ACC-0009,High Risk Country,High,Not Started,Arjun Sharma,T1 Monitoring,58027.89,77,240,2025-05-16,2026-01-11,,
ALERT-2025-00233,CUST-0003,ACC-0009,Watchlist Hit,High,Escalated - SAR,Marie Davis,T2 Investigations,68913.42,89,360,2025-01-22,2026-01-17,,
ALERT-2025-00234,CUST-0003,ACC-0007,Watchlist Hit,Medium,Closed — False Positive,Vikram Sinha,T1 Monitoring,48300.68,57,7,2025-05-19,2025-05-26,False Positive,2025-05-20
ALERT-2025-00235,CUST-0003,ACC-0009,Watchlist Hit,High,Escalated - L2,Cassian Jude,T2 Investigations,59706.38,100,364,2025-05-26,2026-05-25,,
ALERT-2025-00236,CUST-0003,ACC-0007,Watchlist Hit,High,Escalated - L2,Marie Davis,T2 Investigations,19188.03,79,357,2025-05-15,2026-05-07,,
ALERT-2025-00237,CUST-0003,ACC-0009,Watchlist Hit,High,Escalated - SAR,Marie Davis,T2 Investigations,87151.47,84,352,2025-03-08,2026-02-23,,
ALERT-2025-00238,CUST-0003,ACC-0007,Watchlist Hit,Medium,Closed — False Positive,Priya Nair,T1 Monitoring,28156.32,67,7,2025-05-20,2025-05-27,False Positive,2025-05-25
ALERT-2025-00239,CUST-0003,ACC-0007,High Risk Country,High,Escalated - L2,Hannah Louise,T2 Investigations,67998.30,80,419,2024-12-28,2026-02-20,,
ALERT-2025-00240,CUST-0003,ACC-0009,High Risk Country,Medium,Not Started,Vikram Sinha,T1 Monitoring,35430.14,40,255,2025-05-17,2026-01-27,,
ALERT-2025-00241,CUST-0004,ACC-0012,High Risk Country,Medium,In Progress,Arjun Sharma,T1 Monitoring,18148.58,65,240,2025-05-18,2026-01-13,,
ALERT-2025-00242,CUST-0004,ACC-0012,Watchlist Hit,Medium,Closed — False Positive,Rohit Mehta,T1 Monitoring,49317.71,49,7,2025-05-20,2025-05-27,False Positive,2025-05-21
ALERT-2025-00243,CUST-0004,ACC-0010,Watchlist Hit,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,41071.71,55,7,2025-05-20,2025-05-27,False Positive,2025-05-23
ALERT-2025-00244,CUST-0004,ACC-0012,Trade Based ML,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,30000.00,39,15,2025-05-21,2025-06-05,False Positive,2025-05-31
ALERT-2025-00245,CUST-0004,ACC-0012,Trade Based ML,Low,Closed — False Positive,Robert Wright,T1 Monitoring,60000.00,36,15,2025-05-21,2025-06-05,False Positive,2025-05-21
ALERT-2025-00246,CUST-0004,ACC-0012,Rapid Movement,Low,Closed — False Positive,Vikram Sinha,T1 Monitoring,44953.57,27,15,2025-05-21,2025-06-05,False Positive,2025-05-22
ALERT-2025-00247,CUST-0004,ACC-0012,Trade Based ML,High,Completed,Rohit Mehta,T1 Monitoring,100000.00,95,362,2025-01-25,2026-01-22,Resolved,2026-01-08
ALERT-2025-00248,CUST-0004,ACC-0010,High Risk Country,Medium,Closed — False Positive,Neha Iyer,T1 Monitoring,45251.89,58,7,2025-05-21,2025-05-28,False Positive,2025-05-23
ALERT-2025-00249,CUST-0004,ACC-0012,High Risk Country,High,Escalated - L2,Marie Davis,T2 Investigations,82512.89,73,373,2025-02-23,2026-03-03,,
ALERT-2025-00250,CUST-0004,ACC-0010,Rapid Movement,High,Escalated - SAR,Cassian Jude,T2 Investigations,284805.89,98,371,2025-01-14,2026-01-20,,
ALERT-2025-00251,CUST-0004,ACC-0012,Trade Based ML,High,Completed,Robert Wright,T1 Monitoring,75000.00,81,381,2025-01-26,2026-02-11,Resolved,2026-02-03
ALERT-2025-00252,CUST-0004,ACC-0012,Trade Based ML,Low,Closed — False Positive,Robert Wright,T1 Monitoring,85000.00,25,15,2025-05-21,2025-06-05,False Positive,2025-06-04
ALERT-2025-00253,CUST-0004,ACC-0012,Watchlist Hit,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,16141.57,56,7,2025-05-22,2025-05-29,False Positive,2025-05-26
ALERT-2025-00254,CUST-0004,ACC-0010,High Risk Country,Medium,Closed — False Positive,Priya Nair,T1 Monitoring,68603.96,67,7,2025-05-22,2025-05-29,False Positive,2025-05-26
ALERT-2025-00255,CUST-0004,ACC-0010,Watchlist Hit,High,In Progress,Neha Iyer,T1 Monitoring,74065.07,95,264,2025-08-05,2026-04-26,,
ALERT-2025-00256,CUST-0004,ACC-0012,Trade Based ML,High,Escalated - L2,Marie Davis,T2 Investigations,40000.00,85,352,2025-01-24,2026-01-11,,
ALERT-2025-00257,CUST-0004,ACC-0012,High Risk Country,Medium,Closed — False Positive,Vikram Sinha,T1 Monitoring,26713.39,58,7,2025-05-23,2025-05-30,False Positive,2025-05-29
ALERT-2025-00258,CUST-0004,ACC-0010,High Risk Country,Medium,Unassigned,,,75836.79,47,265,2025-05-14,2026-02-03,,
ALERT-2025-00259,CUST-0004,ACC-0012,Rapid Movement,Low,Closed — False Positive,Neha Iyer,T1 Monitoring,76569.36,23,15,2025-05-23,2025-06-07,False Positive,2025-06-05
ALERT-2025-00260,CUST-0004,ACC-0010,Rapid Movement,Low,Closed — False Positive,Arjun Sharma,T1 Monitoring,37344.58,22,15,2025-05-23,2025-06-07,False Positive,2025-06-03
ALERT-2025-00261,CUST-0004,ACC-0012,High Risk Country,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,84365.76,69,7,2025-05-25,2025-06-01,False Positive,2025-05-26
ALERT-2025-00262,CUST-0004,ACC-0010,High Risk Country,Medium,Closed — False Positive,Neha Iyer,T1 Monitoring,29747.73,52,7,2025-05-25,2025-06-01,False Positive,2025-05-28
ALERT-2025-00263,CUST-0004,ACC-0012,High Risk Country,Medium,In Progress,Vikram Sinha,T1 Monitoring,64397.60,59,249,2025-05-15,2026-01-19,,
ALERT-2025-00264,CUST-0004,ACC-0012,Trade Based ML,Medium,In Progress,Vikram Sinha,T1 Monitoring,100000.00,65,230,2025-05-29,2026-01-14,,
ALERT-2025-00265,CUST-0004,ACC-0010,High Risk Country,High,Escalated - SAR,Marie Davis,T2 Investigations,29421.58,89,383,2025-01-18,2026-02-05,,
ALERT-2025-00266,CUST-0004,ACC-0012,Trade Based ML,Medium,In Progress,Robert Wright,T1 Monitoring,75000.00,61,241,2025-05-16,2026-01-12,,
ALERT-2025-00267,CUST-0004,ACC-0012,High Risk Country,Medium,Closed — False Positive,Priya Nair,T1 Monitoring,22703.42,49,7,2025-05-26,2025-06-02,False Positive,2025-05-28
ALERT-2025-00268,CUST-0004,ACC-0010,High Risk Country,Medium,In Progress,Robert Wright,T1 Monitoring,70562.69,56,231,2025-07-21,2026-03-09,,
ALERT-2025-00269,CUST-0004,ACC-0012,Trade Based ML,Low,Closed — False Positive,Vikram Sinha,T1 Monitoring,50000.00,20,15,2025-05-27,2025-06-11,False Positive,2025-06-01
ALERT-2025-00270,CUST-0004,ACC-0012,High Risk Country,High,Escalated - L2,Cassian Jude,T2 Investigations,38074.51,85,400,2024-12-08,2026-01-12,,
ALERT-2025-00271,CUST-0004,ACC-0012,Trade Based ML,Low,Closed — False Positive,Robert Wright,T1 Monitoring,25000.00,21,15,2025-05-27,2025-06-11,False Positive,2025-06-03
ALERT-2025-00272,CUST-0004,ACC-0012,Trade Based ML,High,Completed,Arjun Sharma,T1 Monitoring,30000.00,85,356,2025-01-27,2026-01-18,Resolved,2025-12-30
ALERT-2025-00273,CUST-0004,ACC-0012,Rapid Movement,High,Escalated - SAR,Marie Davis,T2 Investigations,41174.60,94,349,2025-06-07,2026-05-22,,
ALERT-2025-00274,CUST-0004,ACC-0010,High Risk Country,Medium,Closed — False Positive,Arjun Sharma,T1 Monitoring,31725.52,55,7,2025-05-27,2025-06-03,False Positive,2025-06-02
ALERT-2025-00275,CUST-0004,ACC-0010,Rapid Movement,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,30121.99,24,15,2025-05-28,2025-06-12,False Positive,2025-06-08
ALERT-2025-00276,CUST-0004,ACC-0012,Watchlist Hit,High,In Progress,Vikram Sinha,T1 Monitoring,91371.87,72,306,2025-04-03,2026-02-03,,
ALERT-2025-00277,CUST-0004,ACC-0012,High Risk Country,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,39519.89,63,7,2025-05-29,2025-06-05,False Positive,2025-06-02
ALERT-2025-00278,CUST-0004,ACC-0010,High Risk Country,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,26263.33,41,7,2025-05-29,2025-06-05,False Positive,2025-05-31
ALERT-2025-00279,CUST-0004,ACC-0012,Rapid Movement,Low,Closed — False Positive,Robert Wright,T1 Monitoring,38354.89,34,15,2025-05-30,2025-06-14,False Positive,2025-06-07
ALERT-2025-00280,CUST-0004,ACC-0012,High Risk Country,Medium,In Progress,Vikram Sinha,T1 Monitoring,35502.38,58,259,2025-08-25,2026-05-11,,
ALERT-2025-00281,CUST-0004,ACC-0012,Trade Based ML,Low,Closed — False Positive,Robert Wright,T1 Monitoring,30000.00,21,15,2025-05-31,2025-06-15,False Positive,2025-06-11
ALERT-2025-00282,CUST-0004,ACC-0010,High Risk Country,High,Escalated - SAR,Marie Davis,T2 Investigations,70281.76,97,378,2024-12-30,2026-01-12,,
ALERT-2025-00283,CUST-0004,ACC-0012,High Risk Country,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,61767.89,65,7,2025-05-31,2025-06-07,False Positive,2025-06-06
ALERT-2025-00284,CUST-0004,ACC-0010,Watchlist Hit,Medium,Completed,Robert Wright,T1 Monitoring,43019.45,53,7,2025-06-01,2025-06-08,Resolved,2025-05-23
ALERT-2025-00285,CUST-0004,ACC-0012,Trade Based ML,Medium,Unassigned,,,125000.00,54,296,2025-06-27,2026-04-19,,
ALERT-2025-00286,CUST-0004,ACC-0012,Trade Based ML,Low,Closed — False Positive,Neha Iyer,T1 Monitoring,75000.00,15,15,2025-06-02,2025-06-17,False Positive,2025-06-08
ALERT-2025-00287,CUST-0004,ACC-0012,Trade Based ML,Medium,Unassigned,,,30000.00,65,243,2025-08-28,2026-04-28,,
ALERT-2025-00288,CUST-0004,ACC-0012,Watchlist Hit,High,In Progress,Arjun Sharma,T1 Monitoring,27706.36,86,233,2025-09-03,2026-04-24,,
ALERT-2025-00289,CUST-0004,ACC-0012,Trade Based ML,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,40000.00,39,15,2025-06-03,2025-06-18,False Positive,2025-06-06
ALERT-2025-00290,CUST-0004,ACC-0010,High Risk Country,Medium,Closed — False Positive,Neha Iyer,T1 Monitoring,63699.53,54,7,2025-06-03,2025-06-10,False Positive,2025-06-04
ALERT-2025-00291,CUST-0004,ACC-0012,High Risk Country,Medium,In Progress,Priya Nair,T1 Monitoring,55060.93,59,233,2025-07-03,2026-02-21,,
ALERT-2025-00292,CUST-0004,ACC-0010,High Risk Country,High,Escalated - L2,Marie Davis,T2 Investigations,81030.22,98,421,2025-02-24,2026-04-21,,
ALERT-2025-00293,CUST-0004,ACC-0012,High Risk Country,High,Escalated - SAR,Marie Davis,T2 Investigations,20150.25,96,410,2025-01-07,2026-02-21,,
ALERT-2025-00294,CUST-0004,ACC-0012,Trade Based ML,Low,Closed — False Positive,Robert Wright,T1 Monitoring,125000.00,35,15,2025-06-04,2025-06-19,False Positive,2025-06-10
ALERT-2025-00295,CUST-0004,ACC-0010,High Risk Country,Medium,Unassigned,,,72816.49,57,244,2025-08-22,2026-04-23,,
ALERT-2025-00296,CUST-0004,ACC-0012,High Risk Country,Medium,In Progress,Arjun Sharma,T1 Monitoring,53993.10,43,288,2025-05-11,2026-02-23,,
ALERT-2025-00297,CUST-0004,ACC-0010,Watchlist Hit,Medium,Closed — False Positive,Arjun Sharma,T1 Monitoring,90827.33,67,7,2025-06-06,2025-06-13,False Positive,2025-06-08
ALERT-2025-00298,CUST-0004,ACC-0010,High Risk Country,Medium,In Progress,Arjun Sharma,T1 Monitoring,74048.90,51,261,2025-06-14,2026-03-02,,
ALERT-2025-00299,CUST-0004,ACC-0010,Rapid Movement,Medium,In Progress,Arjun Sharma,T1 Monitoring,211413.99,69,218,2025-08-23,2026-03-29,,
ALERT-2025-00300,CUST-0004,ACC-0012,High Risk Country,Medium,Unassigned,,,45358.46,58,266,2025-08-25,2026-05-18,,
ALERT-2025-00301,CUST-0004,ACC-0012,Trade Based ML,Low,Closed — False Positive,Arjun Sharma,T1 Monitoring,50000.00,16,15,2025-06-08,2025-06-23,False Positive,2025-06-13
ALERT-2025-00302,CUST-0004,ACC-0012,Rapid Movement,Low,Closed — False Positive,Priya Nair,T1 Monitoring,88128.99,33,15,2025-06-08,2025-06-23,False Positive,2025-06-13
ALERT-2025-00303,CUST-0004,ACC-0010,High Risk Country,Medium,Closed — False Positive,Arjun Sharma,T1 Monitoring,48286.67,66,7,2025-06-09,2025-06-16,False Positive,2025-06-11
ALERT-2025-00304,CUST-0004,ACC-0012,High Risk Country,Medium,Closed — False Positive,Priya Nair,T1 Monitoring,41864.18,40,7,2025-06-09,2025-06-16,False Positive,2025-06-11
ALERT-2025-00305,CUST-0004,ACC-0010,High Risk Country,Medium,Closed — False Positive,Vikram Sinha,T1 Monitoring,58909.79,53,7,2025-06-09,2025-06-16,False Positive,2025-06-14
ALERT-2025-00306,CUST-0004,ACC-0012,High Risk Country,Medium,Not Started,Priya Nair,T1 Monitoring,18031.16,54,236,2025-07-15,2026-03-08,,
ALERT-2025-00307,CUST-0004,ACC-0010,High Risk Country,Medium,Closed — False Positive,Arjun Sharma,T1 Monitoring,28652.29,49,7,2025-06-10,2025-06-17,False Positive,2025-06-14
ALERT-2025-00308,CUST-0004,ACC-0012,High Risk Country,Medium,Closed — False Positive,Rohit Mehta,T1 Monitoring,41008.02,43,7,2025-06-10,2025-06-17,False Positive,2025-06-14
ALERT-2025-00309,CUST-0004,ACC-0012,Trade Based ML,Medium,In Progress,Vikram Sinha,T1 Monitoring,100000.00,52,221,2025-06-22,2026-01-29,,
ALERT-2025-00310,CUST-0004,ACC-0010,High Risk Country,Medium,In Progress,Vikram Sinha,T1 Monitoring,32244.14,56,220,2025-09-24,2026-05-02,,
ALERT-2025-00311,CUST-0004,ACC-0010,Rapid Movement,Low,Closed — False Positive,Priya Nair,T1 Monitoring,96287.26,29,15,2025-06-11,2025-06-26,False Positive,2025-06-11
ALERT-2025-00312,CUST-0004,ACC-0012,Trade Based ML,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,125000.00,24,15,2025-06-11,2025-06-26,False Positive,2025-06-19
ALERT-2025-00313,CUST-0004,ACC-0012,Watchlist Hit,Medium,Closed — False Positive,Arjun Sharma,T1 Monitoring,22098.54,40,7,2025-06-11,2025-06-18,False Positive,2025-06-14
ALERT-2025-00314,CUST-0004,ACC-0012,High Risk Country,Medium,Closed — False Positive,Priya Nair,T1 Monitoring,21270.87,47,7,2025-06-12,2025-06-19,False Positive,2025-06-12
ALERT-2025-00315,CUST-0004,ACC-0010,High Risk Country,Medium,In Progress,Robert Wright,T1 Monitoring,80883.94,46,242,2025-08-04,2026-04-03,,
